email_id,date,age,gender,content_type_primary,usage_time_10_2,num_sessions_night,max_continuous_usage,reels_usage_time,phone_pickups_after_10,lose_track_of_time,cannot_stop_scrolling,unplanned_usage,sleep_time,wake_up_time,daily_stress_level,overthinking_at_night,sleep_latency,night_awakenings,sleep_quality,insomnia_label
nehasharma3@gmail.com,2026-03-19,50,male,Mixed,00:42,2,00:30,00:12,21,3,1,2,02:09,08:41,3,2,00:16,0,5,0
adityareddy369@gmail.com,2026-03-19,50,female,Emotional/Drama,01:35,7,01:01,00:54,5,5,2,1,01:45,09:17,2,2,00:11,1,3,0
priyapatel@gmail.com,2026-03-19,45,male,Emotional/Drama,01:59,11,00:14,00:09,3,1,4,3,23:12,07:30,1,3,00:11,0,3,0
karanshah@gmail.com,2026-03-19,22,male,Educational/Entertainment,01:14,13,00:22,00:20,5,5,3,3,00:41,05:29,1,3,00:24,0,5,0
tanvipatil4@gmail.com,2026-03-19,20,female,Entertainment,01:14,15,00:05,00:05,11,2,3,1,22:43,06:52,2,1,00:05,1,4,0
poojadesai6@gmail.com,2026-03-19,18,female,Educational,00:52,14,00:31,00:19,23,4,1,1,02:08,05:25,1,2,00:19,1,3,0
anjalireddy@gmail.com,2026-03-19,35,female,Entertainment,03:00,7,02:32,01:34,12,1,5,2,02:46,08:37,3,4,00:34,4,1,1
nehapatel3@gmail.com,2026-03-19,20,female,Educational,01:40,11,01:00,00:21,15,1,5,1,02:28,08:10,2,3,00:08,0,3,1
karanshaikh@gmail.com,2026-03-19,55,female,Mixed,01:11,3,00:32,00:05,13,3,2,1,01:36,09:41,3,1,00:10,1,5,0
priyaprasad@gmail.com,2026-03-19,25,female,Educational/Entertainment,00:34,8,00:22,00:21,25,2,3,4,01:16,08:25,1,1,00:17,0,4,0
kavitareddy8@gmail.com,2026-03-19,22,female,Educational/Entertainment,02:41,5,02:01,01:27,20,1,1,1,02:31,06:42,4,4,00:58,2,1,1
tanvishah9@gmail.com,2026-03-19,22,male,Entertainment,01:08,13,00:29,00:05,14,1,5,4,01:59,07:15,1,3,00:08,0,3,0
anjalireddy718@gmail.com,2026-03-19,50,female,Motivational,02:16,6,00:34,00:20,21,4,2,5,01:44,09:53,5,3,00:33,2,1,0
vikasdesai1@gmail.com,2026-03-19,22,female,Educational/Entertainment,02:04,13,00:36,00:31,14,2,5,1,23:25,09:27,4,3,00:41,2,1,0
rohitsharma@gmail.com,2026-03-19,24,female,Entertainment,02:21,14,01:16,01:07,16,2,1,3,01:19,09:05,4,5,00:49,2,2,0
karanpatel@gmail.com,2026-03-19,45,female,Motivational,02:45,3,00:26,00:12,23,5,3,3,02:31,09:04,5,3,00:34,4,1,0
karanjoshi7@gmail.com,2026-03-19,23,male,Educational/Entertainment,01:16,10,00:55,00:36,21,5,3,4,00:09,08:00,2,2,00:19,1,3,1
karansharma@gmail.com,2026-03-19,55,male,Motivational,01:55,15,01:34,00:48,8,3,3,2,00:32,09:33,1,3,00:06,1,5,0
priyasingh4@gmail.com,2026-03-19,18,male,Entertainment,00:49,4,00:23,00:21,17,3,2,2,02:39,05:01,1,2,00:21,0,3,0
nehapatel4@gmail.com,2026-03-19,30,female,Motivational,00:48,5,00:23,00:15,7,1,5,5,01:40,05:20,2,2,00:16,0,5,0
anjalisoni146@gmail.com,2026-03-19,21,male,Entertainment,01:49,8,01:33,00:05,7,3,2,3,00:42,08:11,3,2,00:06,1,3,0
amitshah8@gmail.com,2026-03-19,23,male,Educational/Entertainment,01:21,8,00:42,00:20,3,1,2,5,22:14,06:08,1,1,00:21,0,4,0
anjalipatel4@gmail.com,2026-03-19,18,male,Educational,02:26,13,01:17,00:44,20,3,4,4,23:24,06:08,4,3,00:42,2,2,1
tanvisingh4@gmail.com,2026-03-19,24,female,Educational/Entertainment,01:26,7,00:52,00:07,15,1,5,2,02:49,09:36,2,2,00:19,0,5,0
vikasreddy@gmail.com,2026-03-19,24,male,Educational,02:15,8,01:19,00:55,7,2,3,2,00:51,05:08,4,5,00:48,4,1,1
nehagupta@gmail.com,2026-03-19,24,male,Educational,01:05,4,00:44,00:09,3,1,3,5,00:48,08:42,1,1,00:10,0,5,0
priyashaikh6@gmail.com,2026-03-19,30,female,Motivational,02:52,7,02:38,00:21,18,5,4,4,02:42,09:53,4,3,00:44,2,1,1
adityaprasad2@gmail.com,2026-03-19,19,male,Entertainment,01:44,12,01:18,01:02,21,4,4,4,02:03,05:55,1,3,00:12,0,3,0
rahulshaikh504@gmail.com,2026-03-19,30,female,Motivational,02:14,9,01:43,01:31,22,2,3,5,01:35,07:41,4,5,00:35,2,1,1
rohitshah8@gmail.com,2026-03-19,50,male,Mixed,00:45,8,00:05,00:05,18,2,2,2,22:12,06:39,1,3,00:10,0,4,0
adityasoni843@gmail.com,2026-03-19,35,female,Mixed,02:41,5,01:29,00:15,7,2,2,5,01:32,06:41,3,5,00:53,2,2,1
priyapatel510@gmail.com,2026-03-19,25,female,Entertainment,01:51,12,00:12,00:06,12,1,5,5,23:39,08:04,2,2,00:21,1,5,0
rahulmehta@gmail.com,2026-03-19,21,female,Entertainment,01:22,11,00:33,00:32,9,2,5,2,01:21,07:57,3,1,00:16,1,3,0
tanvisoni@gmail.com,2026-03-19,30,male,Mixed,01:28,5,00:49,00:44,9,1,5,1,22:16,06:20,1,2,00:19,0,3,0
arjunjoshi987@gmail.com,2026-03-19,19,female,Entertainment,01:14,2,00:15,00:13,21,5,2,2,23:46,05:57,3,2,00:25,0,4,0
amitdesai419@gmail.com,2026-03-19,21,male,Entertainment,02:36,8,00:56,00:40,3,2,2,4,02:21,07:49,5,3,00:52,4,2,1
amitjoshi@gmail.com,2026-03-19,25,male,Educational,02:41,12,00:44,00:15,11,1,3,1,02:01,07:11,4,4,00:35,3,2,1
arjunsingh9@gmail.com,2026-03-19,20,female,Educational,02:37,12,02:01,00:45,15,5,5,5,23:45,09:39,3,4,00:56,4,1,1
priyagupta393@gmail.com,2026-03-19,35,female,Motivational,02:09,10,00:42,00:12,3,4,4,1,00:10,05:01,4,4,00:48,3,2,1
arjunpatel@gmail.com,2026-03-19,55,female,Motivational,01:50,15,01:15,00:34,18,3,4,5,02:01,08:20,1,2,00:06,1,3,0
karansharma@gmail.com,2026-03-19,55,male,Motivational,02:38,13,00:53,00:43,11,2,3,1,23:36,06:33,5,4,01:00,4,1,1
priyashah768@gmail.com,2026-03-20,18,female,Educational,01:00,6,00:15,00:07,4,3,1,1,00:56,09:56,2,3,00:09,0,3,0
karangupta@gmail.com,2026-03-20,20,female,Entertainment,01:09,7,00:43,00:25,12,4,4,5,22:15,05:31,2,3,00:17,1,3,0
vikasshah871@gmail.com,2026-03-20,21,female,Educational,02:03,6,00:42,00:10,15,3,1,5,23:04,05:05,5,5,00:37,2,2,1
karanreddy6@gmail.com,2026-03-20,24,male,Educational,01:23,15,00:57,00:28,12,3,2,2,01:14,08:53,2,1,00:19,1,3,0
vikassharma@gmail.com,2026-03-20,30,male,Mixed,01:21,8,00:10,00:06,22,5,5,4,00:08,05:30,2,1,00:17,0,3,0
anjalisolanki@gmail.com,2026-03-20,20,male,Entertainment,03:00,7,02:27,01:59,10,4,5,3,01:44,08:54,4,4,00:55,2,2,1
adityasharma1@gmail.com,2026-03-20,45,female,Emotional/Drama,00:59,6,00:11,00:08,11,4,4,4,02:46,07:03,2,1,00:12,1,4,0
anjalisolanki@gmail.com,2026-03-20,55,female,Mixed,02:30,9,00:05,00:05,8,5,4,3,23:39,05:27,5,4,00:34,2,2,1
karandesai@gmail.com,2026-03-20,30,male,Entertainment,02:09,13,01:04,00:55,5,3,2,1,00:08,09:01,3,3,00:42,4,1,1
kavitashaikh993@gmail.com,2026-03-20,50,male,Emotional/Drama,00:31,7,00:18,00:16,23,4,4,2,23:17,06:09,3,2,00:05,0,3,0
nehashaikh@gmail.com,2026-03-20,40,male,Mixed,01:51,4,01:06,00:47,13,3,3,2,02:30,08:26,2,1,00:14,0,3,0
anjalireddy@gmail.com,2026-03-20,19,female,Educational/Entertainment,02:27,8,00:33,00:24,11,3,1,5,02:28,09:24,5,4,00:47,4,2,1
anjalishah911@gmail.com,2026-03-20,35,female,Motivational,01:50,7,01:09,00:56,21,3,4,2,22:26,07:00,1,2,00:16,1,5,0
amitprasad@gmail.com,2026-03-20,23,male,Educational,01:13,5,00:13,00:07,21,4,1,1,02:05,09:23,1,2,00:18,1,3,0
poojajoshi@gmail.com,2026-03-20,22,female,Educational/Entertainment,01:10,4,00:27,00:08,4,1,5,2,23:00,06:43,2,1,00:06,1,5,0
arjunsingh@gmail.com,2026-03-20,22,female,Entertainment,02:57,7,02:06,00:52,19,1,3,2,00:31,08:05,5,4,00:59,3,2,1
priyasoni9@gmail.com,2026-03-20,55,female,Motivational,01:15,7,00:14,00:14,4,1,2,1,23:01,06:27,3,3,00:09,0,4,0
adityapatil@gmail.com,2026-03-20,35,male,Entertainment,02:31,9,00:21,00:18,12,5,5,1,02:10,09:24,5,4,00:44,3,1,1
nehapatil@gmail.com,2026-03-20,30,female,Entertainment,02:31,15,02:09,01:42,20,3,5,1,01:21,09:56,4,5,00:41,4,2,1
snehasharma5@gmail.com,2026-03-20,25,female,Educational/Entertainment,01:15,2,01:05,01:00,15,1,1,1,00:18,09:14,3,2,00:21,1,5,0
vikassingh474@gmail.com,2026-03-20,45,female,Mixed,01:42,14,01:06,00:44,14,5,5,2,22:30,05:26,1,1,00:11,1,3,0
vikaspatel2@gmail.com,2026-03-20,20,male,Educational,02:44,14,01:35,00:30,9,3,5,5,02:52,06:33,3,5,00:59,3,2,1
anjalipatel9@gmail.com,2026-03-20,23,male,Entertainment,01:39,9,00:16,00:06,24,3,3,2,00:16,07:04,1,1,00:12,1,5,0
rahulprasad3@gmail.com,2026-03-20,45,female,Emotional/Drama,00:20,3,00:09,00:07,23,4,4,4,22:50,09:52,3,1,00:20,1,5,0
vikassingh@gmail.com,2026-03-20,19,male,Educational,01:00,4,00:25,00:19,5,4,5,1,00:10,05:09,2,2,00:22,1,3,0
vikasmehta965@gmail.com,2026-03-20,30,female,Motivational,02:31,4,00:16,00:11,4,4,1,5,00:25,05:06,5,4,00:44,3,2,1
amitgupta558@gmail.com,2026-03-20,24,male,Educational,01:07,13,00:51,00:18,18,3,4,5,00:50,06:51,2,3,00:19,1,5,0
tanvijoshi997@gmail.com,2026-03-20,25,female,Entertainment,00:23,15,00:05,00:05,23,3,4,2,02:22,08:25,1,3,00:23,0,3,0
anjaliprasad@gmail.com,2026-03-20,24,female,Educational/Entertainment,02:54,14,02:44,02:01,20,3,2,1,22:22,07:37,3,3,00:43,2,1,1
adityashah3@gmail.com,2026-03-20,23,male,Educational/Entertainment,00:59,9,00:07,00:05,19,4,1,3,01:31,09:49,2,1,00:07,0,4,0
karanshaikh@gmail.com,2026-03-20,25,male,Educational/Entertainment,02:26,4,01:08,01:05,11,2,3,2,23:42,06:09,3,3,00:36,2,2,1
priyagupta659@gmail.com,2026-03-20,50,male,Emotional/Drama,01:40,11,01:04,00:59,18,4,5,1,22:11,07:47,3,1,00:20,0,4,0
rohitpatel85@gmail.com,2026-03-20,18,male,Educational/Entertainment,00:31,4,00:11,00:07,15,4,3,4,00:11,06:57,2,1,00:08,1,5,0
karanpatel@gmail.com,2026-03-20,40,male,Entertainment,00:32,3,00:15,00:07,14,3,2,4,23:50,06:07,2,1,00:24,1,3,0
rahulsharma1@gmail.com,2026-03-20,23,male,Entertainment,02:23,3,00:45,00:45,5,3,5,5,22:55,06:00,5,3,00:54,2,1,1
kavitapatel9@gmail.com,2026-03-20,35,female,Entertainment,01:17,5,00:08,00:05,12,4,5,1,02:58,06:28,1,2,00:21,0,5,0
priyagupta9@gmail.com,2026-03-20,23,male,Educational/Entertainment,01:20,10,00:07,00:07,6,3,4,5,00:16,06:40,1,1,00:22,0,4,0
adityagupta5@gmail.com,2026-03-20,21,female,Educational/Entertainment,02:29,6,00:23,00:11,15,1,2,3,22:31,08:25,3,4,00:33,4,1,1
vikasdesai@gmail.com,2026-03-20,50,female,Motivational,02:10,8,00:09,00:05,16,3,2,1,00:15,07:22,5,5,00:36,4,1,1
kavitadesai@gmail.com,2026-03-20,19,female,Entertainment,02:54,13,00:56,00:33,24,5,2,4,00:09,07:14,3,4,00:31,3,1,1
rahulsingh749@gmail.com,2026-03-20,22,male,Entertainment,01:06,9,00:30,00:15,15,5,4,1,22:48,08:25,3,2,00:22,1,5,0
nehasharma3@gmail.com,2026-03-20,50,male,Motivational,02:51,13,01:58,00:16,23,4,5,3,00:17,07:37,3,4,00:51,3,2,1
adityareddy369@gmail.com,2026-03-20,50,female,Mixed,02:42,5,01:21,00:13,10,5,3,5,02:23,05:59,5,3,00:39,2,2,1
priyapatel@gmail.com,2026-03-20,45,male,Emotional/Drama,01:19,13,00:10,00:08,9,2,3,1,02:43,06:21,3,3,00:11,1,4,0
karanshah@gmail.com,2026-03-20,22,male,Entertainment,02:11,8,01:28,00:42,7,5,4,5,22:58,09:04,4,5,00:44,2,2,1
tanvipatil4@gmail.com,2026-03-20,20,female,Entertainment,01:46,13,00:25,00:20,14,3,5,5,01:18,08:15,3,3,00:23,0,4,0
poojadesai6@gmail.com,2026-03-20,18,female,Educational,01:17,15,00:43,00:41,25,1,5,4,00:54,06:46,1,3,00:09,0,5,0
anjalireddy@gmail.com,2026-03-20,35,female,Motivational,01:28,15,00:14,00:14,15,5,2,1,02:09,06:57,3,1,00:18,0,3,0
nehapatel3@gmail.com,2026-03-20,20,female,Entertainment,00:43,14,00:21,00:18,18,3,1,4,02:04,08:55,3,1,00:18,0,3,0
karanshaikh@gmail.com,2026-03-20,55,female,Emotional/Drama,01:17,8,01:03,00:22,23,3,3,4,00:09,06:12,3,3,00:18,1,4,0
priyaprasad@gmail.com,2026-03-20,25,female,Entertainment,01:01,5,00:45,00:21,25,4,5,2,23:45,08:23,2,1,00:12,0,4,0
kavitareddy8@gmail.com,2026-03-20,22,female,Educational/Entertainment,01:44,3,00:28,00:15,9,4,3,2,01:15,05:33,1,1,00:12,0,4,0
tanvishah9@gmail.com,2026-03-20,22,male,Educational,01:21,7,01:09,00:22,17,5,3,2,01:34,07:00,2,2,00:10,0,3,0
anjalireddy718@gmail.com,2026-03-20,50,female,Mixed,02:55,2,00:41,00:23,12,1,2,2,23:58,09:26,4,4,00:39,3,1,1
vikasdesai1@gmail.com,2026-03-20,22,female,Educational/Entertainment,00:28,9,00:15,00:07,19,5,4,4,00:16,05:09,3,3,00:17,0,5,0
rohitsharma@gmail.com,2026-03-20,24,female,Educational/Entertainment,02:16,8,01:59,01:30,20,1,3,1,02:45,08:09,5,4,00:48,3,2,1
karanpatel@gmail.com,2026-03-20,45,female,Motivational,02:14,3,00:18,00:06,3,3,3,4,01:59,08:13,4,4,00:51,4,2,1
karanjoshi7@gmail.com,2026-03-20,23,male,Entertainment,02:45,12,00:55,00:43,17,2,1,2,23:43,09:54,3,3,00:30,3,2,1
karansharma@gmail.com,2026-03-20,55,male,Motivational,01:50,9,00:45,00:44,6,1,2,3,01:26,06:15,2,2,00:22,0,3,0
priyasingh4@gmail.com,2026-03-20,18,male,Entertainment,02:59,13,01:24,00:27,16,2,4,3,00:11,08:51,4,5,00:58,3,1,1
nehapatel4@gmail.com,2026-03-20,30,female,Motivational,01:41,14,01:24,01:02,8,3,1,4,00:27,09:44,3,1,00:11,0,4,0
anjalisoni146@gmail.com,2026-03-20,21,male,Educational/Entertainment,00:47,11,00:14,00:08,20,4,5,2,01:40,08:31,1,3,00:25,1,4,0
amitshah8@gmail.com,2026-03-20,23,male,Educational/Entertainment,02:20,11,00:23,00:17,13,3,5,2,00:12,07:32,4,4,00:35,4,1,1
anjalipatel4@gmail.com,2026-03-20,18,male,Educational/Entertainment,02:17,2,01:31,00:34,20,3,5,2,23:18,09:02,4,3,00:49,3,1,1
tanvisingh4@gmail.com,2026-03-20,24,female,Entertainment,01:28,2,00:23,00:11,12,1,5,3,01:46,08:20,3,2,00:07,1,4,0
vikasreddy@gmail.com,2026-03-20,24,male,Educational/Entertainment,00:52,14,00:32,00:18,16,3,4,2,22:36,08:25,2,1,00:08,1,5,0
nehagupta@gmail.com,2026-03-20,24,male,Educational,00:33,12,00:08,00:08,15,4,2,2,22:04,06:28,2,1,00:23,0,4,0
priyashaikh6@gmail.com,2026-03-20,30,female,Entertainment,00:48,14,00:10,00:10,18,3,4,1,22:04,07:52,3,2,00:22,1,5,0
adityaprasad2@gmail.com,2026-03-20,19,male,Entertainment,01:20,9,01:04,00:07,5,3,3,3,22:22,05:33,3,3,00:07,0,5,0
rahulshaikh504@gmail.com,2026-03-20,30,female,Mixed,02:52,2,01:51,00:08,22,3,2,4,23:16,06:47,3,3,00:38,3,2,1
rohitshah8@gmail.com,2026-03-20,50,male,Motivational,01:23,4,00:42,00:24,11,4,5,3,02:31,05:10,3,1,00:16,1,3,0
adityasoni843@gmail.com,2026-03-20,35,female,Mixed,00:51,14,00:09,00:06,17,5,4,1,01:06,06:14,1,2,00:12,1,3,0
priyapatel510@gmail.com,2026-03-20,25,female,Educational,02:53,12,00:50,00:20,20,3,5,3,02:25,05:05,3,5,00:51,4,1,1
rahulmehta@gmail.com,2026-03-20,21,female,Educational,01:05,11,00:48,00:21,22,1,2,3,01:38,09:42,1,1,00:16,1,3,0
tanvisoni@gmail.com,2026-03-20,30,male,Entertainment,02:00,14,01:10,00:13,17,3,1,1,01:07,08:46,3,3,00:49,4,1,1
arjunjoshi987@gmail.com,2026-03-20,19,female,Educational,01:41,7,01:25,00:19,20,5,4,5,00:11,07:50,2,1,00:08,1,5,0
amitdesai419@gmail.com,2026-03-20,21,male,Educational,01:08,12,00:22,00:19,8,4,2,4,01:27,06:47,2,2,00:11,0,5,0
amitjoshi@gmail.com,2026-03-20,25,male,Educational/Entertainment,00:52,4,00:28,00:14,9,1,4,4,01:44,09:34,3,1,00:06,1,5,0
arjunsingh9@gmail.com,2026-03-20,20,female,Entertainment,01:39,5,00:44,00:35,13,3,5,3,00:36,06:46,1,1,00:19,0,3,0
priyagupta393@gmail.com,2026-03-20,35,female,Entertainment,00:51,2,00:30,00:20,12,2,3,5,22:40,09:05,1,1,00:12,0,4,0
arjunpatel@gmail.com,2026-03-20,55,female,Emotional/Drama,02:47,8,01:19,00:24,20,5,5,5,23:17,08:16,4,4,00:49,2,2,1
karansharma@gmail.com,2026-03-20,55,male,Mixed,01:51,12,00:10,00:08,24,5,5,2,00:58,09:34,2,3,00:20,0,5,0
priyashah768@gmail.com,2026-03-21,18,female,Entertainment,02:29,13,00:31,00:19,3,5,1,2,22:12,05:38,4,4,00:50,2,2,1
karangupta@gmail.com,2026-03-21,20,female,Entertainment,02:29,8,00:29,00:19,14,5,3,3,23:42,07:09,3,5,00:40,3,2,1
vikasshah871@gmail.com,2026-03-21,21,female,Educational/Entertainment,02:16,13,00:53,00:12,25,2,1,1,00:30,08:04,4,4,00:38,4,2,1
karanreddy6@gmail.com,2026-03-21,24,male,Entertainment,02:30,8,01:01,00:19,3,3,5,2,23:19,07:34,4,5,00:43,4,2,1
vikassharma@gmail.com,2026-03-21,30,male,Motivational,01:38,10,00:34,00:09,4,5,4,3,23:07,08:12,3,3,00:11,1,3,0
anjalisolanki@gmail.com,2026-03-21,20,male,Entertainment,01:41,10,01:26,00:11,5,1,3,5,02:29,06:03,1,2,00:19,0,4,0
adityasharma1@gmail.com,2026-03-21,45,female,Motivational,01:36,14,01:09,00:58,18,4,4,5,00:21,07:40,3,3,00:13,1,3,0
anjalisolanki@gmail.com,2026-03-21,55,female,Mixed,00:36,3,00:05,00:05,7,3,3,1,23:04,07:12,2,3,00:14,0,5,0
karandesai@gmail.com,2026-03-21,30,male,Motivational,00:48,15,00:30,00:20,15,4,4,2,00:33,05:24,2,3,00:07,1,4,0
kavitashaikh993@gmail.com,2026-03-21,50,male,Emotional/Drama,00:33,13,00:18,00:07,24,5,3,1,01:03,07:23,2,1,00:19,1,5,0
nehashaikh@gmail.com,2026-03-21,40,male,Entertainment,01:19,15,00:20,00:11,9,5,2,1,00:15,09:36,1,3,00:11,0,4,0
anjalireddy@gmail.com,2026-03-21,19,female,Entertainment,02:14,11,00:55,00:12,17,4,1,3,00:03,06:02,3,3,00:40,4,2,1
anjalishah911@gmail.com,2026-03-21,35,female,Motivational,00:38,3,00:24,00:22,11,4,1,4,23:00,07:14,2,1,00:23,0,4,0
amitprasad@gmail.com,2026-03-21,23,male,Entertainment,01:51,3,01:33,00:22,6,1,1,5,01:09,05:34,2,2,00:08,0,4,0
poojajoshi@gmail.com,2026-03-21,22,female,Educational,01:03,5,00:46,00:15,5,1,4,1,02:42,09:24,2,3,00:17,0,3,0
arjunsingh@gmail.com,2026-03-21,22,female,Entertainment,03:00,4,01:42,01:19,9,2,3,3,22:22,06:16,5,5,00:33,3,2,1
priyasoni9@gmail.com,2026-03-21,55,female,Mixed,01:18,9,00:46,00:42,4,1,3,4,01:52,09:29,1,3,00:23,0,3,0
adityapatil@gmail.com,2026-03-21,35,male,Mixed,01:02,13,00:41,00:06,19,1,3,4,22:02,09:52,2,3,00:18,0,5,0
nehapatil@gmail.com,2026-03-21,30,female,Mixed,01:20,14,00:35,00:06,22,2,4,2,00:23,07:55,3,1,00:08,1,4,0
snehasharma5@gmail.com,2026-03-21,25,female,Entertainment,02:03,15,00:27,00:07,8,4,1,3,23:45,06:39,5,4,00:54,4,1,1
vikassingh474@gmail.com,2026-03-21,45,female,Emotional/Drama,02:32,5,02:17,01:53,19,3,2,4,02:30,08:52,3,3,00:33,2,2,1
vikaspatel2@gmail.com,2026-03-21,20,male,Educational/Entertainment,02:05,10,00:38,00:17,25,4,1,1,02:35,06:18,5,3,00:59,3,2,1
anjalipatel9@gmail.com,2026-03-21,23,male,Educational,01:06,8,00:14,00:08,15,4,5,4,23:03,06:00,2,2,00:13,0,5,0
rahulprasad3@gmail.com,2026-03-21,45,female,Mixed,00:36,15,00:09,00:09,25,3,3,4,23:08,08:20,2,1,00:19,1,3,0
vikassingh@gmail.com,2026-03-21,19,male,Entertainment,00:59,6,00:13,00:13,18,1,3,1,22:22,05:07,1,2,00:16,1,5,0
vikasmehta965@gmail.com,2026-03-21,30,female,Motivational,02:06,11,00:27,00:08,23,5,5,4,01:57,07:29,4,5,00:32,2,1,1
amitgupta558@gmail.com,2026-03-21,24,male,Entertainment,01:41,5,00:12,00:07,3,1,2,5,00:22,09:31,3,3,00:15,1,4,0
tanvijoshi997@gmail.com,2026-03-21,25,female,Entertainment,00:24,4,00:10,00:05,23,1,1,3,02:07,05:55,2,2,00:15,1,5,0
anjaliprasad@gmail.com,2026-03-21,24,female,Educational,00:26,14,00:08,00:05,5,2,2,3,23:51,08:51,3,1,00:22,1,3,0
adityashah3@gmail.com,2026-03-21,23,male,Entertainment,01:50,4,00:54,00:44,17,4,2,5,01:37,05:52,2,1,00:08,1,4,0
karanshaikh@gmail.com,2026-03-21,25,male,Educational,01:14,12,01:01,00:35,19,2,4,1,01:54,09:51,2,3,00:13,1,4,0
priyagupta659@gmail.com,2026-03-21,50,male,Motivational,00:43,10,00:12,00:12,20,3,4,3,01:56,09:46,2,3,00:07,0,4,0
rohitpatel85@gmail.com,2026-03-21,18,male,Educational/Entertainment,01:27,15,00:38,00:06,15,1,4,2,01:56,08:11,3,2,00:07,1,3,0
karanpatel@gmail.com,2026-03-21,40,male,Entertainment,01:33,7,00:20,00:20,14,1,3,5,23:49,05:40,1,1,00:24,0,5,0
rahulsharma1@gmail.com,2026-03-21,23,male,Educational/Entertainment,01:38,2,00:35,00:05,14,5,2,2,00:28,08:54,1,3,00:20,1,4,0
kavitapatel9@gmail.com,2026-03-21,35,female,Motivational,01:21,9,00:26,00:16,17,1,2,5,22:44,05:53,2,1,00:12,1,3,0
priyagupta9@gmail.com,2026-03-21,23,male,Entertainment,02:15,9,02:03,01:19,4,1,5,5,22:42,05:11,3,5,00:57,2,1,1
adityagupta5@gmail.com,2026-03-21,21,female,Educational,02:42,9,02:21,02:21,16,2,2,4,01:22,05:50,5,3,00:35,3,1,1
vikasdesai@gmail.com,2026-03-21,50,female,Mixed,02:24,11,02:01,00:11,14,4,2,1,02:21,09:06,3,5,00:42,2,1,1
kavitadesai@gmail.com,2026-03-21,19,female,Educational/Entertainment,02:37,13,00:31,00:05,19,2,2,3,22:30,06:31,5,5,00:38,2,2,1
rahulsingh749@gmail.com,2026-03-21,22,male,Educational,02:34,7,00:12,00:10,14,1,1,3,01:26,06:14,3,5,00:44,3,2,1
nehasharma3@gmail.com,2026-03-21,50,male,Motivational,01:34,3,01:08,00:18,25,1,3,2,23:14,09:00,3,1,00:06,1,3,0
adityareddy369@gmail.com,2026-03-21,50,female,Emotional/Drama,02:14,5,00:22,00:09,23,5,1,3,23:34,06:48,4,3,00:51,2,1,1
priyapatel@gmail.com,2026-03-21,45,male,Emotional/Drama,02:21,6,00:16,00:05,15,2,1,1,01:41,05:03,4,4,00:34,4,1,1
karanshah@gmail.com,2026-03-21,22,male,Entertainment,01:44,9,00:48,00:43,16,1,4,4,22:02,06:27,2,3,00:22,1,3,0
tanvipatil4@gmail.com,2026-03-21,20,female,Educational,00:48,5,00:35,00:30,5,3,5,5,02:45,05:01,1,1,00:16,0,4,0
poojadesai6@gmail.com,2026-03-21,18,female,Educational,01:48,13,00:59,00:48,12,3,5,2,00:55,07:50,1,1,00:07,1,3,0
anjalireddy@gmail.com,2026-03-21,35,female,Mixed,01:28,7,00:54,00:23,14,1,1,1,01:19,09:46,1,2,00:15,0,3,0
nehapatel3@gmail.com,2026-03-21,20,female,Educational,02:01,6,01:31,01:21,12,3,5,3,22:28,06:46,5,3,00:53,4,2,1
karanshaikh@gmail.com,2026-03-21,55,female,Mixed,02:16,11,00:25,00:10,23,3,3,2,23:18,09:41,5,3,00:52,4,2,1
priyaprasad@gmail.com,2026-03-21,25,female,Educational,02:19,15,00:10,00:10,20,1,2,5,23:58,07:59,3,5,00:56,3,1,1
kavitareddy8@gmail.com,2026-03-21,22,female,Educational,02:50,4,01:52,01:39,25,5,2,4,22:16,05:42,5,4,00:38,3,2,1
tanvishah9@gmail.com,2026-03-21,22,male,Entertainment,02:59,8,02:25,00:13,4,2,1,2,23:26,06:32,5,3,00:35,4,2,1
anjalireddy718@gmail.com,2026-03-21,50,female,Emotional/Drama,01:47,11,01:00,00:09,25,3,1,1,01:38,05:59,2,2,00:25,1,3,0
vikasdesai1@gmail.com,2026-03-21,22,female,Educational,02:31,8,01:13,01:03,25,4,2,1,01:19,05:00,3,5,00:34,3,1,1
rohitsharma@gmail.com,2026-03-21,24,female,Educational/Entertainment,01:09,3,00:26,00:17,24,5,3,3,01:47,06:39,1,2,00:19,1,4,0
karanpatel@gmail.com,2026-03-21,45,female,Motivational,01:56,13,01:39,00:13,12,2,3,4,22:36,05:48,1,1,00:20,1,4,0
karanjoshi7@gmail.com,2026-03-21,23,male,Entertainment,00:47,6,00:21,00:07,4,2,1,3,02:23,05:18,3,1,00:06,1,3,0
karansharma@gmail.com,2026-03-21,55,male,Motivational,02:26,7,02:09,00:40,23,1,5,5,02:43,09:16,4,5,00:47,2,1,1
priyasingh4@gmail.com,2026-03-21,18,male,Educational/Entertainment,00:46,7,00:24,00:14,3,3,5,5,00:20,06:01,2,2,00:07,1,3,0
nehapatel4@gmail.com,2026-03-21,30,female,Entertainment,03:00,4,00:36,00:14,17,2,2,1,02:14,05:44,4,5,00:48,3,1,1
anjalisoni146@gmail.com,2026-03-21,21,male,Educational/Entertainment,02:26,10,01:39,01:31,18,5,1,2,00:44,05:16,4,4,00:43,2,2,1
amitshah8@gmail.com,2026-03-21,23,male,Educational,02:56,13,01:41,01:24,9,2,4,3,02:04,09:45,3,5,00:34,3,1,1
